Beyonce,official,https://www.youtube.com/watch?v=fqzNRchjm-k,Beyonc_ - Let's Move Your Body ( Official Video ~ HD )
Big Punisher,official,https://www.youtube.com/watch?v=aRBHlMoE7x8,Big Pun feat. Joe - Still Not A Player | *Best Quality* (Unscensored - 1998)
Big Tymers,official,https://www.youtube.com/watch?v=9iCd6UHR-3I,Big Tymers - Still Fly
Bill Doggett,official,https://www.youtube.com/watch?v=bq4NhcfurgU,Bill Doggett -- Honky Tonk
Bill Medley,official,https://www.youtube.com/watch?v=qf9e0q09EgM,Bill Medley - You've Lost That Lovin' Feelin'
Billy Currington,official,https://www.youtube.com/watch?v=PKpQRjj_WbU,Billy Currington - People Are Crazy
Billy Idol,official,https://www.youtube.com/watch?v=NCZuYS-9qaw,Billy Idol - Cradle Of Love
Billy Ocean,official,https://www.youtube.com/watch?v=9f16Fw_K45s,Billy Ocean - Caribbean Queen (No More Love On The Run)
Billy Preston,official,https://www.youtube.com/watch?v=YlxxmNP2MKw,Billy Preston - Summertime
Billy Swan,official,https://www.youtube.com/watch?v=l3fITdfg6nQ,Billy Swan - Don't be cruel 1975
Bintangs,official,https://www.youtube.com/watch?v=Tg85u8Ruyg8,bintangs - see me waitin' (1967)
Black Box,official,https://www.youtube.com/watch?v=WZBUdQPK86k,Stan Walker - Black Box [Official Video]
Black Sabbath,official,https://www.youtube.com/watch?v=FqvThopYOLY,Loner (Official Music Video) - Black Sabbath
Blake Shelton,official,https://www.youtube.com/watch?v=04WRI-0odjk,Blake Shelton - Doin' What She Likes [Official Video]
Blessid Union Of Souls,official,https://www.youtube.com/watch?v=dRBHBJlVijQ,Blessid Union Of Souls - I Believe
Blondie,official,https://www.youtube.com/watch?v=4kg9LasvLFE,Blondie - One Way Or Another (Official Music Video)
Blue Cheer,official,https://www.youtube.com/watch?v=NrRJoCPAVDk,Blue Cheer - Summertime Blues ( Official Music Video )
Blue October,official,https://www.youtube.com/watch?v=HpeRI_dTsZU,"BLUE OCTOBER ""The Feel Again (Stay)"" (HD Official Video) from ANY MAN IN AMERICA"
Blue Swede,official,https://www.youtube.com/watch?v=Bo-qweh7nbQ,Blue Swede - Hooked On A Feeling
Blues Traveler,official,https://www.youtube.com/watch?v=ousaiByU1ko,Blues Traveler - Run-Around
Bob Dylan,official,https://www.youtube.com/watch?v=mns9VeRguys,Bob Dylan - Duquesne Whistle
Bob Luman,official,https://www.youtube.com/watch?v=6k3I2fh-8VQ,Bob Luman - Let's Think About Living
Bob Welch,official,https://www.youtube.com/watch?v=FnJOsfalSYs,Bob Welch - Ebony Eyes
"Bobby ""Boris"" Pickett",official,https://www.youtube.com/watch?v=vNuVifA7DSU,"Bobby Pickett ""Monster Mash"""
Bobby Brown,official,https://www.youtube.com/watch?v=pvYOSuz8yG4,Bobby Brown - Roni
Bobby Darin,official,https://www.youtube.com/watch?v=wVHAQX5sSaU,Bobby Darin - Dream Lover
Bobby Fuller Four,official,https://www.youtube.com/watch?v=4fYjm2hEnrI,I Fought The Law (Full Album HQ Stereo) (1966) - Bobby Fuller Four
Bobby Hebb,official,https://www.youtube.com/watch?v=ubvYQxTXO3U,Bobby Hebb - Sunny
Bobby Rydell,official,https://www.youtube.com/watch?v=_IKpA__9kTU,Bobby Rydell - Forget Him
Bobby Shmurda,official,https://www.youtube.com/watch?v=L6urRX_szKQ,Bobby Shmurda - Bobby Bitch
Bobby Vee,official,https://www.youtube.com/watch?v=awNqLO6auQA,Bobby Vee  - Take Good Care Of My Baby  - 1961
Bon Jovi,official,https://www.youtube.com/watch?v=vx2u5uUu3DE,Bon Jovi - It's My Life
Boney M,official,https://www.youtube.com/watch?v=QwgjDr5D7sc,Boney M. - Daddy Cool (1976) (Official Video) (HD)
Bonnie Pointer,official,https://www.youtube.com/watch?v=8Ozg_WlWEgg,Bonnie Pointer - Heaven Must Have Sent You (Disco Version) (Slayd5000)
Bonnie St,official,https://www.youtube.com/watch?v=7QEvU3n5axY,Bonnie St. Claire & Ron Brandsteder - Dokter Bernhard
Boomtown Rats,official,https://www.youtube.com/watch?v=024UcB1m7Do,Boomtown Rats - Rat Trap 1978
Bow Wow,official,https://www.youtube.com/watch?v=HUVB-ccLg_E,Bow Wow - Nah (Official Video)
Boys Like Girls,official,https://www.youtube.com/watch?v=JGPgxoIPY6Q,Boys Like Girls - The Great Escape
Boyzone,official,https://www.youtube.com/watch?v=vvRegdR61DU,Boyzone - Better (Official Video)
Brandy and Monica,official,https://www.youtube.com/watch?v=Va1Y6uAgNJY,Brandy & Monica - The Boy Is Mine (1998) + Lyrics
Brenda K. Starr,official,https://www.youtube.com/watch?v=B3R-0yOXrGY,Brenda K. Starr - Por Ese Hombre
Brenda Russell,official,https://www.youtube.com/watch?v=H7u5GtSIC5k,Brenda Russell - Piano In The Dark
Brian May,official,https://www.youtube.com/watch?v=3Z_9-ulTd0s,Brian May - Too Much Love Will Kill You (Official Video HQ 480p)
Britney Spears,official,https://www.youtube.com/watch?v=dnnKBKVf_Hs,Britney Spears - Boys [Official Music Video]
Brook Benton,official,https://www.youtube.com/watch?v=bDRbF80NKDU,Brook Benton - Rainy Night in Georgia
Brooks and Dunn,official,https://www.youtube.com/watch?v=X5z-jjWyAJQ,Brooks & Dunn - Believe
Brothers Johnson,official,https://www.youtube.com/watch?v=tPBDMihPRJA,The Brothers Johnson - Stomp!
Bruce Hornsby,official,https://www.youtube.com/watch?v=bDgOwX72fLI,Bruce Hornsby & the Range - Mandolin Rain
Bruno Mars,official,https://www.youtube.com/watch?v=AHDtXqjgEj4,Bruno Mars - Gorilla [Official Music Video]
Bryan Ferry,official,https://www.youtube.com/watch?v=TiicVWYh_v4,Bryan Ferry - Loop De Li [Official Audio]
Buckcherry,official,https://www.youtube.com/watch?v=i1uhe-30imA,Buckcherry - Somebody Fucked With Me (Official Video)
Buddy Knox,official,https://www.youtube.com/watch?v=hIflPzWwcic,Buddy Knox-Original Aboriginal
Buffoons,official,https://www.youtube.com/watch?v=rNUKooDRRtE,The Buffoons - It's The End
Burton Cummings,official,https://www.youtube.com/watch?v=V1ZZgG3dbsU,Burton Cummings - Break it to them gently
Buzz Clifford,official,https://www.youtube.com/watch?v=ybfS7eYQuhY,Buzz Clifford - Baby Sitting Boogie
Ca$h Out,official,https://www.youtube.com/watch?v=CMkGVsQIav4,Ca$h Out - The Plug [OFFICIAL VIDEO]
Calvin Harris,official,https://www.youtube.com/watch?v=ss6CAIGpoko,Calvin Harris & R3hab - Burnin' (Official Music Video)
Cameo,official,https://www.youtube.com/watch?v=sn8KYD1Vco0,Cameo - Candy
Capital Cities,official,https://www.youtube.com/watch?v=CJinWua98NA,Capital Cities - Kangaroo Court (Official)
Carl Dobkins Jr.,official,https://www.youtube.com/watch?v=XXVa5sSTEZk,Carl Dobkins Jr. - Lucky Devil
Carl Thomas,official,https://www.youtube.com/watch?v=Rm3vJYhegF4,Carl Thomas - Summer Rain
Carly Rae Jepsen,official,https://www.youtube.com/watch?v=fWNaR-rxAic,Carly Rae Jepsen - Call Me Maybe
Carrie Underwood,official,https://www.youtube.com/watch?v=mH9kYn4L8TI,Carrie Underwood - Something in the Water
Cascada,official,https://www.youtube.com/watch?v=4G6QDNC4jPs,Cascada - Everytime We Touch (Official Video)
Cassidy,official,https://www.youtube.com/watch?v=yb_SIkjCrAs,Cassidy Ft Jay Z - I'm A Hustla - OFFICIAL MUSIC VIDEO
Cathy Dennis,official,https://www.youtube.com/watch?v=ymOjaaxRDLU,Cathy Dennis - Just Another Dream (HQ)
Cee Lo Green,official,https://www.youtube.com/watch?v=UBhdIcb84Hw,CeeLo Green 'Bright Lights Bigger City' OFFICIAL VIDEO
Chad Kroeger,official,https://www.youtube.com/watch?v=etp8L9pbqeM,Chad Kroeger  ''Hero''
Chambers Brothers,official,https://www.youtube.com/watch?v=uHfB63ln1Ig,The Chambers Brothers - Time Has Come Today
Changing Faces,official,https://www.youtube.com/watch?v=T1tyYAySMDk,Changing Faces - Foolin' Around (1994)
Charles Trenet,official,https://www.youtube.com/watch?v=p0KWyWwVp0E,Charles Trenet - Boum
Charles and Eddie,official,https://www.youtube.com/watch?v=G_UXvcr22rM,Charles & Eddie - Would I Lie To You?
Charlie Daniels Band,official,https://www.youtube.com/watch?v=x_1H2njznEU,CHARLIE DANIELS BAND-SIMPLE MAN
Charlie Pride,official,https://www.youtube.com/watch?v=hRIRTQ_k-Sg,Charlie Pride - Kiss an Angel Good Morning
Cheap Trick,official,https://www.youtube.com/watch?v=2u6uXuT9pm4,Cheap Trick - The Flame
Cher Lloyd,official,https://www.youtube.com/watch?v=8jwBxvmQeFQ,Cher Lloyd - I Wish ft. T.I.(official video with inbuilt LYRICS)
Cheryl Lynn,official,https://www.youtube.com/watch?v=tlCC1XojRzM,Cheryl Lynn - Got To Be Real (with lyrics)
Chi Coltrane,official,https://www.youtube.com/watch?v=p97oVI2IA3k,Chi Coltrane   Go Like Elijah
Chicken Shack,official,https://www.youtube.com/watch?v=Ohx9Ve7-GS0,Chicken Shack - I'd Rather Go Blind
Chingy,official,https://www.youtube.com/watch?v=Y2aDHUa35FE,Chingy - Right Thurr (Official Music Video)
Chris Isaak,official,https://www.youtube.com/watch?v=yodyIYlSHhE,Chris Isaak - Wicked Game (Official Music Video)
Chris Norman,official,https://www.youtube.com/watch?v=gCJtjqXY6nw,Chris Norman - For You subtitrat in romana official video
Christina Milian,official,https://www.youtube.com/watch?v=5z5Mvyp1QHw,Christina Milian - Dip It Low
Christopher Cross,official,https://www.youtube.com/watch?v=7khQNR7s1Ho,Sailing - Christopher Cross
Chuck Berry,official,https://www.youtube.com/watch?v=LvKDr8AgvK8,Chuck Berry - Maybellene 1955
Ciara,official,https://www.youtube.com/watch?v=u_fANZKHzNw,Ciara - Got Me Good (Official Video) HD
Clannad,official,https://www.youtube.com/watch?v=mITjPj7JMH0,Clannad - I Will Find You (Official video)
Clarence Carter,official,https://www.youtube.com/watch?v=hpGBNSZFibo,Clarence Carter--I Got Caught Making Love
Clean Bandit,official,https://www.youtube.com/watch?v=aaXDzh_zoqM,Clean Bandit - Come Over ft. Stylo G [Official Video]
Cliff Richard,official,https://www.youtube.com/watch?v=htZir_Taizg,Cliff Richard - We Don't Talk Anymore (1979)
Clouseau,official,https://www.youtube.com/watch?v=5DvXOp3Q3u4,Clouseau - Laatste Keer (Official Video)
Cobra Starship,official,https://www.youtube.com/watch?v=Ix5z1bRz4Sc,Cobra Starship: Good Girls Go Bad ft. Leighton Meester [OFFICIAL VIDEO]
Colbie Caillat,official,https://www.youtube.com/watch?v=JNA15rXSxOI,Lucky - Jason Mraz ft Colbie Caillat Official Video
Coldplay,official,https://www.youtube.com/watch?v=VPRjCeoBqrI,Coldplay - A Sky Full Of Stars (Official video)
Collective Soul,official,https://www.youtube.com/watch?v=rwrazYUwqQI,Collective Soul - Gel (Official Video)
Commodores,official,https://www.youtube.com/watch?v=FrkEDe6Ljqs,Commodores - Nightshift
Connie Francis,official,https://www.youtube.com/watch?v=iDcvmrHV9Jc,Connie Francis -    Where the boys are
Conway Twitty,official,https://www.youtube.com/watch?v=Og1QRtcWdEY,conway twitty - hello darling
Corey Hart,official,https://www.youtube.com/watch?v=-4pg6Jh94Lo,Corey Hart - Never Surrender Official Video
Cornelis Vreeswijk,official,https://www.youtube.com/watch?v=IWHxsqOl_v0,Cornelis Vreeswijk - Somliga g•r med trasiga skor
Corrs,official,https://www.youtube.com/watch?v=pM_Q-G_CZ74,The Corrs - Irresistible [Official Video]
Cover Girls,official,https://www.youtube.com/watch?v=LeD1ladqPIk,The Cover Girls - Wishing On A Star (Official Italian Video)
Craig David,official,https://www.youtube.com/watch?v=Hwi4sHPqpTo,Craig David - Officially Yours
Crash Test Dummies,official,https://www.youtube.com/watch?v=ihUIPlLw2ZE,Crash Test Dummies: Superman's Song
Crazy World Of Arthur Brown,official,https://www.youtube.com/watch?v=en1uwIzI3SE,Fire - The Crazy World Of Arthur Brown @ TOTP 1968
Creedence Clearwater Revival,official,https://www.youtube.com/watch?v=FEKEbaHbroY,Creedence Clearwater Revival - Have you ever seen the rain (OFFICIAL) HD
Crispian St. Peters,official,https://www.youtube.com/watch?v=mAgzK40jyUI,Crispian St Peters - You Were On My Mind
Crucial Conflict,official,https://www.youtube.com/watch?v=i8YdbycIkSE,Crucial Conflict - Showdown (Official Video) [Dirty]
Crystal Waters,official,https://www.youtube.com/watch?v=zQX2q6WCrbE,Crystal Waters - 100% Pure Love
Culture Beat,official,https://www.youtube.com/watch?v=15DD2CGhEBo,Mr. Vain (Official Video) - Culture Beat [720p] Upscale
Cure,official,https://www.youtube.com/watch?v=hXCKLJGLENs,The Cure - Lovesong (Official Video)
Cyndi Lauper,official,https://www.youtube.com/watch?v=VdQY7BusJNU,Cyndi Lauper - Time After Time
D12,official,https://www.youtube.com/watch?v=zg3bey3eyYE,D12 - I GO OFF (OFFICIAL VIDEO)
DMA,official,https://www.youtube.com/watch?v=NyDIOlkp__Y,DMA's - Laced (Official Video)
Daddy Yankee,official,https://www.youtube.com/watch?v=qGKrc3A6HHM,Daddy Yankee - Gasolina [Official Music Video]
Dale and Grace,official,https://www.youtube.com/watch?v=3X-FHqZsP9U,"Dale & Grace ""Darlin' It's Wonderful"""
Dan Fogelberg,official,https://www.youtube.com/watch?v=cfAxWtcfDUk,Same Old Lang Syne (1/2) ~ Dan Fogelberg [CC] [HD]
Dan Hill,official,https://www.youtube.com/watch?v=IATz8ZVTALo,Sometimes When We Touch - Dan Hill - Official Video 1994
Daniel Powter,official,https://www.youtube.com/watch?v=gH476CxJxfg,Daniel Powter - Bad Day (Official Music Video)
Danny and The Juniors,official,https://www.youtube.com/watch?v=MIvoc6yuiM0,Danny and the Juniors - At the Hop (Live in Pittsburgh)
Darius Rucker,official,https://www.youtube.com/watch?v=KxEwxWWPyhg,Darius Rucker - Homegrown Honey
Daryl Hall and John Oates,official,https://www.youtube.com/watch?v=ccenFp_3kq8,Daryl Hall & John Oates - I Can't Go For That (No Can Do)
Dave Davies,official,https://www.youtube.com/watch?v=3ZCapXOGDms,Dave Davies - Through My Window (from the new album Rippin` Up Time)
Dave Loggins,official,https://www.youtube.com/watch?v=UDRLZFgEoGw,Please Come To Boston
David Archuleta,official,https://www.youtube.com/watch?v=jFFyofWTHrc,David Archuleta - Forevermore (Official Music Video)
David Bowie,official,https://www.youtube.com/watch?v=gH7dMBcg-gE,David Bowie - The Stars (Are Out Tonight)
David Cook,official,https://www.youtube.com/watch?v=msSRSGQj_5o,David Cook - Laying Me Low (Official Lyric Video)
David Gates,official,https://www.youtube.com/watch?v=D24f4CA4FQA,David Gates - Find Me [totp2]
David Houston,official,https://www.youtube.com/watch?v=ZKmVgaqmRFQ,David Houston - Almost Persuaded
David Soul,official,https://www.youtube.com/watch?v=bG6rmGGx64k,David Soul - Silver Lady (Studio Dub)
De Dijk,official,https://www.youtube.com/watch?v=0KHYZr7i4og,De Dijk Groot Hart
Dean Friedman,official,https://www.youtube.com/watch?v=xGFW9jCFml4,Dean Friedman - Ariel
Debbie Gibson,official,https://www.youtube.com/watch?v=4T1t5OFOYDU,"Debbie Gibson - ""Only In My Dreams"" (Official Music Video)"
Debelah Morgan,official,https://www.youtube.com/watch?v=XgHINNzeWQ4,Debelah Morgan - Yesterday
Dee Dee Sharp,official,https://www.youtube.com/watch?v=VXFO_GBC77w,Dee Dee Sharp - Mashed Potato Time
Deep Blue Something,official,https://www.youtube.com/watch?v=1ClCpfeIELw,Deep Blue Something - Breakfast At Tiffany's
Def Leppard,official,https://www.youtube.com/watch?v=0UIB9Y4OFPs,"DEF LEPPARD - ""Pour Some Sugar On Me"" (Official Music Video)"
Del Amitri,official,https://www.youtube.com/watch?v=Ify_f6XoqMU,Del Amitri - Kiss This Thing Goodbye
Del Wood,official,https://www.youtube.com/watch?v=idURSDVwIVE,Del Wood - Down Yonder (1951)
Delbert McClinton,official,https://www.youtube.com/watch?v=q7tFeVLNH5E,Delbert McClinton - Every Time I Roll the Dice
Dells,official,https://www.youtube.com/watch?v=dsRwm0m4ql0,"The Dells ""A Heart is A House for Love"" Five Heartbeats Soundtrack"
Demi Lovato,official,https://www.youtube.com/watch?v=pkqsqWcdih4,Demi Lovato - Nightingale (Official Video)
Denise Lasalle,official,https://www.youtube.com/watch?v=1LLWVqUZvT0,Denise Lasalle - Lick It Before You Stick It
Dennis Yost and The Classics IV,official,https://www.youtube.com/watch?v=NUA1pvG6SZQ,Classics IV featuring Dennis Yost - Traces
Deon Jackson,official,https://www.youtube.com/watch?v=16cAPO2tAGw,Deon Jackson - Love Makes The World Go Around
Derek and The Dominos,official,https://www.youtube.com/watch?v=Th3ycKQV_4k,Layla - Derek and the Dominos
Destiny's Child,official,https://www.youtube.com/watch?v=Wmc8bQoL-J0,Destiny's Child - Survivor (Official Video) ft. Da Brat
Dev,official,https://www.youtube.com/watch?v=yzUOJlYy8iI,Eric Saade feat. DEV - Hotter Than Fire (Official Video)
Diamond Rio,official,https://www.youtube.com/watch?v=qWKpCmPdGmM,Diamond Rio - Meet In The Middle
Diana Ross,official,https://www.youtube.com/watch?v=UaYHRx9-v2M,Diana Ross - Chain Reaction
Dickie Lee,official,https://www.youtube.com/watch?v=Dpjs9nEBVOQ,Patches-Dickie Lee-1962
Dierks Bentley,official,https://www.youtube.com/watch?v=QrM39m22jH4,Dierks Bentley - Drunk On A Plane
Digital Underground,official,https://www.youtube.com/watch?v=qei_zG_kkUI,Digital Underground - Kiss You Back [Official Video HD]
Dionne Farris,official,https://www.youtube.com/watch?v=36Zp67eoAG0,Dionne Farris - Hopeless
Dirt Band,official,https://www.youtube.com/watch?v=Yh3ml8gzrd4,Nitty Gritty Dirt Band - Fishin' in the dark
Disclosure,official,https://www.youtube.com/watch?v=jBJ_jGZNyps,"Disclosure - ""Grab Her"" (Official Video)"
Dishwalla,official,https://www.youtube.com/watch?v=PFxPMF67Dmw,Dishwalla - Angels Or Devils (Official Video)
