artistName,resourceType,typeOfVideo,videoUrl,resourceId,title,description,commentCount,likeCount,dislikeCount,viewCount,channelId
John Farnham,video,studio,https://www.youtube.com/watch?v=tbkOZTSvrHs,tbkOZTSvrHs,John Farnham - You're the Voice,Music video by John Farnham performing You're The Voice. (C) 1986 Wheatley Records Pty Ltd,3874,18921,348,3608156,null
John Farnham,video,live,https://www.youtube.com/watch?v=C14IWdrHMus,C14IWdrHMus,You're the Voice - Coldplay & John Farnham Live @ Sound Relief,Sound Relief SCG March 14 2009.  La Nouvelle Musique - Music for the Aussie 20-something,24,119,2,21379,null
John Ford Coley,video,studio,https://www.youtube.com/watch?v=tiiPdARuPh8,tiiPdARuPh8,England Dan & John Ford Coley - I'd Really Love To See You Tonight,"I'd Really Love to See You Tonight is a song written by Parker McGee and was a hit by England Dan & John Ford Coley from their 1976 album Nights Are Forever. It peaked at #2 on the Billboard Hot 100 chart and #1 on the Easy Listening chart.  Dan Seals- the ""England Dan"" half of the duo- re-recorded the song in 1995 in an acoustic country music style.  Label: Big Tree Writer: Parker McGee Producer: Kyle Lehning",138,1247,35,261705,null
John Ford Coley,video,live,https://www.youtube.com/watch?v=ROyZcZ0-sns,ROyZcZ0-sns,Love Is The Answer (Live) -- the J Michaels Band featuring John Ford Coley,"John Ford Coley performs ""Love is the Answer""- live in Honolulu with the J Michaels Band under the musical direction of Troy Millard- along with saxophonist extraordinaire David Choy.    Live performance by the J Michaels Band- from the ""Love Rocks!"" concert at the historic Hawai'i Theatre (Honolulu- Nov 2008) that featured J Michaels- Benny Mardones- John Ford Coley- Ambrosia's Joe Puerta- and David Choy.    www.loverocksconcert.com",23,59,1,32379,null
John Legend,video,studio,https://www.youtube.com/watch?v=s3wql7lfrSU,s3wql7lfrSU,John Legend - All Of Me (Official Video) [with lyrics] Legendado,John Legend All Of Me (Official Video HD) Lyrics & Legendado. john legend all of me lyrics are so emotional... the video too...  (C) 2013 Getting Out Our Dreams and Columbia Records.   John Legend All Of Me (Official Video) (Legendado) + Lyrics  John Legend All Of Me legendado- traduç_o - john legend all of me live - john legend all of me music video hd - live billboard music awards 2014 - john legend all of me official video hd - john legend all of me espanol - john legend all of me lyrics video - john legend all of me  John Legend - All Of Me (Official Video) Legendado + Lyrics John Legend - All Of Me (Official Video) Legendado + Lyrics John Legend - All Of Me (Official Video) Legendado + Lyrics John Legend - All Of Me Lyrics       (C) 2014 JohnLegendVEVO LYRICSBRMUSIC.,151,2373,49,419203,null
John Legend,video,live,https://www.youtube.com/watch?v=3uTZfcf-vLE,3uTZfcf-vLE,John Legend - You & I (Nobody In The World)( LIVE from Citi ThankYou),"Citi ThankYou presents John Legend _You and I” Live from Los Angeles New album Love In The Future available now on iTunes: http://smarturl.it/LoveInTheFutureDX  Download ""You & I"" on iTunes: http://smarturl.it/JLYouAndI   (C) 2014 Getting Out Our Dreams and Columbia Records- a Division of Sony Music Entertainment",677,17992,531,2793656,null
John Lennon,video,studio,https://www.youtube.com/watch?v=4vSWHkxZgOI,4vSWHkxZgOI,"John Lennon ""Stand By Me"" [Official Music Video]","The music video for ""Stand By Me"" from the 1974 LP Rock & Roll.",1276,12412,234,2560505,null
John Lennon,video,live,https://www.youtube.com/watch?v=T2hvkPyiAFE,T2hvkPyiAFE,John Lennon - Imagine (Live),"—ltima presentaci_n de John Lennon en vivo- filmada en el ""Salute to Lew Grade"" el 18 de abril de 1975 John Lennon's Last live performance- filmed at the ""Salute to Lew Grade"" on April 18- 1975",2169,10332,226,2362272,null
John Mayer,video,studio,https://www.youtube.com/watch?v=bny6NnwfyGM,bny6NnwfyGM,John Mayer - XO [Official Studio Version],Check out Tom Bertram - Anything For You. Co-Written by Tom Bertram and Tim Bradshaw (John Mayer)!  https://www.youtube.com/watch?v=XogKRQC3jlo John Mayer - XO [Official Studio Version] This recording was posted by John Mayer on his official soundcloud.  I do not own the rights to this recording and I have uploaded it for the fans to enjoy.  All rights to John Mayer- Beyonce and SME,338,5472,116,871246,null
John Mayer,video,live,https://www.youtube.com/watch?v=20Ov0cDPZy8,1N_p5qMnVVE,John Mayer - Free Fallin' (Live at the Nokia Theatre),Music video by John Mayer performing Free Fallin'. (c) 2008 Sony Music Entertainment,15942,100228,2175,30710528,null
John Mellencamp,video,studio,https://www.youtube.com/watch?v=h04CH9YZcpI,h04CH9YZcpI,John Mellencamp - Jack & Diane,Music video by John Mellencamp performing Jack & Diane. (C) 1982 John Mellencamp under exclusive license to the Island Def Jam Music Group,1995,17571,469,4343094,null
John Mellencamp,video,live,https://www.youtube.com/watch?v=3bo9U8G4BCU,kY0LmPEn4CU,John Mellencamp - Small Town (Live at Farm Aid 1987),"John Mellencamp performs ""Small Town"" at Farm Aid III held on September 19, 1987 in Lincoln, Nebraska.",60,343,12,121625,null
John Michael Montgomery,video,studio,https://www.youtube.com/watch?v=X75sVw0xH2c,X75sVw0xH2c,John Michael Montgomery -  Letters from Home Official Music Video,,1758,14327,184,2254845,null
John Michael Montgomery,video,live,https://www.youtube.com/watch?v=xDIiD2vcIr4,xDIiD2vcIr4,John Michael Montgomery - I Love The Way You Love Me (live),Nacogdoches Tx June 2012 Banita Creek Hall,1,5,0,2743,null
John Miles,video,studio,https://www.youtube.com/watch?v=egwARrX1ik8,egwARrX1ik8,John Miles - Music was my first love 2008,John Miles - Music was my first love 2008    Released 1975    Music was my first love  and it will be my last.  Music of the future  and music of the past.    To live without my music  would be impossible to do.  In this world of troubles-  my music pulls me through.    (Instrumental)    Music was my first love  and it will be last.  Music of the future  and music of the past  and music of the past  and music of the past.    (Instrumental)    Music was my first love  and it will be my last.  Music of the future  and music of the past.    To live without my music  would be impossible to do.  In this world of troubles-  my music pulls me through.,918,7030,216,2326208,null
John Miles,video,live,https://www.youtube.com/watch?v=3Nz7gtCArOw,670sytpHmbA,John Miles - Music - Live Proms 2001 (HQ),"Outstanding performance from John Miles.
Guitar courtesy of Laurie Wisefield (Wishbone Ash).
",432,2707,51,583750,null
John Parr,video,studio,https://www.youtube.com/watch?v=EOvMpND2OZY,EOvMpND2OZY,John Parr - St Elmo's Fire  (Man In Motion),Label: Atlantic Recordings Artist: John Parr Album: St. Elmo's Fire soundtrack Promo Only Music Video,195,1961,46,467798,null
John Parr,video,live,https://www.youtube.com/watch?v=PkE8rDxOYlw,PkE8rDxOYlw,"John Parr - ""Naughty Naughty"" Live","John Parr performs Naughty Naughty live at the DN7 Arts Festival. Download from iTunes: http://itunes.apple.com/gb/album/letter-to-america/id440725540  John Parr's ""Letter To America"" Double album available now from iTunes: http://itunes.apple.com/gb/album/letter-to-america/id440725540  John Parr's ""The Mission"" album available now from iTunes: http://itunes.apple.com/gb/album/the-mission/id540451273  Website: http://www.JohnParr.net",5,4,2,4755,null
John Paul Young,video,studio,https://www.youtube.com/watch?v=NNC0kIzM1Fo,NNC0kIzM1Fo,John Paul Young - Love Is In The Air (1978),Music from Australia and New Zealand in the year 1978:    JPY's promo-video for the hit single 'Love Is In The Air' (May- 1978)- taken from the 1978 album 'Love Is In The Air'.    Note: Written and produced by the legendary George Young (big brother of Angus and Malcolm Young of AC/DC and ex-Easybeats/Flash & The Pan) and Harry Vanda (ex-Easybeats/Flash 'n' The Pan)- 'Love Is In The Air' became J.P.Y.'s biggest hit.      In spite of John Paul Young being on the Alberts Production label with AC/DC and having hits written and produced by George Young (big brother of Angus and Malcolm of AC/DC)- JPY is not blood related to the Young brothers whatsoever.     Trivia: This film-clip was shot by Dave Westway for an Australian music show titled 'Funky Road'.    Artist's Origin: Glasgow- Scotland- United Kingdom   Artist's Location: Sydney- NSW- Australia  Composed By: George Young / Harry Vanda ( Easybeats - Flash & The Pan)  Produced By: George Young -- Harry Vanda  Label: Alberts Production  Chart Position: # 3 (Australia) -- # 2 (South Africa) -- # 5 (United Kingdom) -- # 1 (United States - Adult) -- # 7 (United States - Hot) -- # 3 (Austria) -- # 3 (Germany) -- # 9 (Netherlands) -- # 2 (Norway) -- # 2 (Sweden)  Release Date: May- 1978  Links:  - http://en.wikipedia.org/wiki/John_Paul_Young  - http://www.nostalgiacentral.com/music/jpy.htm  - http://www.milesago.com/Artists/JPY.htm    --------------------------------------  NZOZ NZOZ1978 1978 Australia Late Seventies 1970's 1970s 70's 70s    External Tags: George Young- Harry Vanda- Flash 'n' The Pan- The Easybeats    Musical Terms: Disco- Romantic- AM- Pop- Teen- Love Song- Aussie- Old Australian Singer-Performer-Solo Artist,3750,34166,876,13244247,null
John Paul Young,video,live,https://www.youtube.com/watch?v=fz69KkSaBss,fz69KkSaBss,John Paul Young - Yesterdays Hero - Live 2006,". "" Countdown was a Pop Music Program created for Television... It first aired on the ABC on 8th November 1974 and was initially a half hour program shown on Saturday night ... By January 1975- after the initial six half-hour episodes the ABC relaunched Countdown- shifting it to the prime time slot of 6pm Sunday and extending it to a full hour ... Ian ""Molly"" Meldrum was the presenter and was responsible for the institution that was Countdown ... For an amazing run of 13 years- it was the showcase for some of the finest from the music world both Locally and Internationally- and for the nurturing of New Talent but sadly it came to an end on 19th July 1987 ... Above all- Countdown was crucial to the success of many leading Australian acts ...  In September 2006 everyone got together and made it a Live Stage Spectacular and took the show on the road to Australia's Capital City's ... The crowd rejoiced at being transported back to a time when Pop Music was Fun- Ridiculous and Occasionally Brilliant ... Yesterday's heroes rekindle the spark ...A delirious crowd of more than 14-000 people celebrated the return of Countdown fever... Baby Boomers and Teeny-Boppers entered a time warp that seemingly had been lost forever ... Every Performer played like there was no tomorrow belting out their Australian Classics "" .",5,22,0,10039,null
John Schneider,video,studio,https://www.youtube.com/watch?v=0adoI4izN3w,0adoI4izN3w,[official] Good Ol' Boys by John Schneider- Tom Wopat & Catherine Bach,2006 Official Music Video of 'Good Ol' Boys' by John Schneider- Tom Wopat & Catherine Bach. MP3 link http://youtu.be/gAVdCTYdt5U,47,677,9,71600,null
John Schneider,video,live,https://www.youtube.com/watch?v=FDJiOyWDv2w,FDJiOyWDv2w,John Schneider - What's A Memory Like You (Live at Farm Aid 1986),"John Schneider performs ""What's A Memory Like You"" live at the Farm Aid concert in Austin- Texas on July 4- 1986. Farm Aid was started by Willie Nelson- Neil Young and John Mellencamp in 1985 to keep family farmers on the land and has worked since then to make sure everyone has access to good food from family farmers. Dave Matthews joined Farm Aid's board of directors in 2001.  For more information about Farm Aid- visit: http://farmaid.org/youtube  Farm Aid's performances are donated by the artists in order to raise funds and raise awareness for family farmers. They've raised their voices to help _ what can you do?",5,16,1,2700,null
John Waite,video,studio,https://www.youtube.com/watch?v=HkfUXx8FAgA,HkfUXx8FAgA,John Waite | If You Ever Get Lonely (Official Video),"This is the official video for ""If You Ever Get Lonely"" by John Waite from his 2011 U.S./European release- ""Rough & Tumble.""  For more info:  www.modelmusicgroup.com- www.frontiers.it- www.johnwaite.com.  Co-directed by Bob Burwell & Pete Cummings.",262,1090,22,226417,null
John Waite,video,live,https://www.youtube.com/watch?v=CeGkYM48duo,CeGkYM48duo,"John Waite w Ringo ""Missing You"" Live","John Waite ""Missing You"" Live with Ringo and Sheila E on Drums. Warner Music. All Fees paid to ASCAP- BMI & SESAC Through http://rockwindow.com",2,16,0,2236,null
Johnnie Taylor,video,studio,https://www.youtube.com/watch?v=dm1opP8x3Qo,dm1opP8x3Qo,Johnnie Taylor ~ Last Two Dollars,"From the 1996 album ""Good Love"".",535,8744,393,1677170,null
Johnnie Taylor,video,live,https://www.youtube.com/watch?v=dMvJVyHGSdI,dMvJVyHGSdI,Johnnie Taylor Good Love Live in Dallas,This is another clip of Johnnie singing Good Love live in Dallas. I like the cut. Malaco should have been making this type of music for Jonnie from the jump. Please share your opinions and memories of the song with me.,104,525,29,238692,null
Johnnie and Joe,video,studio,https://www.youtube.com/watch?v=sDpzLIeCYSc,sDpzLIeCYSc,Over The Mountain- Across The Sea - Johnnie & Joe,1957.  *I Own Nothing* *No Rights Given Or Implied* *All Copyrights Acknowledged* *It Is Not My Intent To Infringe On Any Copyrights*  *This music is being posted ONLY to share with others and for nostalgic and entertainment purposes*  *Please- YouTube- many of us are not lawyers. Many times we have no idea what is copyrighted and what is not. Please- DO NOT suspend an account for innocently posting something for fun. If a video is copyrighted- simply advise and it will be removed immediately. No need to suspend an account without warning for something uploaded innocently and with no malicious intent*,180,1244,24,193227,null
Johnnie and Joe,video,live,https://www.youtube.com/watch?v=kcuYEuk4xhE,kcuYEuk4xhE,Johnnie and Joe - Over the Mountain- Across the Sea (Live),"Live on television program ""More Red- White- and Rock"" in 2002.  The original Johnnie passed away in 1988- but her replacement is great- and Joe Rivers still looks and sounds fantastic! I also play their songs on www.doowopradio.com where I am DJ BRAD on Tuesday nights from 8 to 10 PM Eastern time.",155,728,11,191900,null
Johnny Cash,video,studio,https://www.youtube.com/watch?v=o0MIFHLIzZY,o0MIFHLIzZY,Johnny Cash -  Ain't No Grave [Official],Johnny Cash - Ain't No Grave Produced by Rick Rubin  Associate Producer: John Carter Cash Recorded by David Ferguson Additional Recording: Greg Fidelman Assistant Engineers: Jimmy Tittle- Paul Fig- Dan Leffler  Mixed by David Ferguson- Greg Fidelman Aint No Grave mixed by David Ferguson and Ryan Hewitt Mix Editing by Phillip Broussard  Recorded at Cash Cabin Studio- Hendersonville- TN and Akadamie Mathematique Of Philosophical Sound Research- Los Angeles- CA Mixed at Akademie Mathematique Of Philosophical Sound Research- Los Angeles- CA Mastered by Stephen Marcussen at Marcussen Mastering- Hollywood CA  Musicians: Mike Campbell - Guitar Smokey Hormel - Guitar Matt Sweeney - Guitar Benmont Tench - Piano- Harpsichord- Organ Jonny Polonsky - Guitar Scott Avett - Banjo on Aint No Grave Seth Avett - Footsteps on Aint No Grave  Additional musicians who offered invaluable contributions: Cowboy Jack Clement- Randy Scruggs- Pat McLaughlin- Laura Cash- Mark Howard- Marty Stuart- Dave Roe- Dennis Crouch- Uncle Josh Graves- Mac Wiseman- Larry Gatlin- Pete Wade- Mike Leach- Reggie Young- Mickey Raphael- Larry Perkins- and of course June Carter Cash. Check out Top Rank on Facebook- jam packed with photos and more videos from that golden age of country music https://www.facebook.com/TopRankEntertainment,1439,20456,321,3685235,null
Johnny Cash,video,live,https://www.youtube.com/watch?v=EQWYc3_vE0I,b2h_elvIYXI,Johnny Cash - Walk the line LIVE at San Quentin,,242,2866,143,795367,null
Johnny Gill,video,studio,https://www.youtube.com/watch?v=Ibq3wtKnTG8,Ibq3wtKnTG8,Johnny Gill - In The Mood (Official Music Video 2011),Single from the album Still Winning (2011) http://www.youtube.com/watch?v=nShxWpwKwKc&lc=2NhZ29Z8vCcXf3dxDRNGXCcb0dqciYE1fcDD7bU-vbc,700,4434,85,560398,null
Johnny Gill,video,live,https://www.youtube.com/watch?v=KQZ4r5INW1U,KQZ4r5INW1U,"JOHNNY GILL - MY- MY- MY LIVE @ "" THE AFTER DARK SHOW ""","LIVE PERFORMANCE @ "" THE AFTER DARK SHOW "" HOSTED BY MICHAEL BAISDEN.",151,514,44,364011,null
Johnny Hates Jazz,video,studio,https://www.youtube.com/watch?v=cX-8MHKuQ5I,cX-8MHKuQ5I,Johnny Hates Jazz - Shattered Dreams (UK Version),Shattered Dreams is no doubt my most favoured song from JHJ. This video is the UK made coloured version. There is also another Black/White version which was made in USA. Please check my other videos for that version.,2610,15305,177,4449260,null
Johnny Hates Jazz,video,live,https://www.youtube.com/watch?v=VhpmT91BZys,VhpmT91BZys,Retrolicious 2010 - johnny hates jazz - shattered dreams fort canning hill- singapore 09/10/10,Retrolicious 2010 - johnny hates jazz - shattered dreams fort canning hill- singapore,19,100,1,27783,null
Johnny Horton,video,studio,https://www.youtube.com/watch?v=JSt0NEESrUA,JSt0NEESrUA,North To Alaska ~ Johnny Horton,"North To Alaska ~ Johnny Horton    The Klondike Gold Rush    The Klondike Gold Rush was a frenzy of gold rush immigration to and gold prospecting in the Klondike near Dawson City in the Yukon Territory- Canada- after gold was discovered in the late 19th century.    In August 1896- three people led by Skookum Jim Mason (a member of the Tagish nation whose birth name was Keish) headed up the Yukon River from the Carcross area looking for his sister Kate and her husband George Carmack. The party included Skookum Jim- Skookum Jim's cousin known as Dawson Charlie (or sometimes Tagish Charlie) and his nephew Patsy Henderson. After meeting up with George and Kate who were fishing for salmon at the mouth of the Klondike River- they ran into Nova Scotian Robert Henderson who had been mining gold on the Indian River- just south of the Klondike. Henderson told George Carmack about where he was mining and that he did not want any ""damn Siwashes"" (meaning Indians) near him. The group then headed a few miles up the Klondike River to Rabbit Creek- now Bonanza Creek to hunt moose.    On August 16- 1896- the party discovered rich placer gold deposits in Bonanza (Rabbit) Creek. It is now generally accepted that Skookum Jim made the actual discovery- but some accounts say that it was Kate Carmack. George Carmack was officially credited for the discovery because the ""discovery"" claim was staked in his name. The group agreed to this because they felt that other miners would be reluctant to recognise a claim made by an Indian- given the strong racist attitudes of the time. Further evidence of Skookum Jim's discovery is that he was eagerly followed by other miners and caused a mini rush when he later staked some claims in the Kluane Lake area in 1905.    The news spread to other mining camps in the Yukon River valley- and the Bonanza- Eldorado and Hunker Creeks were rapidly staked by miners who had been previously working creeks and sandbars on the Fortymile and Stewart Rivers. In a fate that many believe to be poetic justice- Henderson- who was mining only a few miles away over the hill- only found out about the discovery after the rich creeks had been all staked.    News reached the United States on July 17- 1897 when the first successful prospectors arrived in Seattle- and within a month the Klondike stampede had begun. The population in the Klondike in 1898 may have reached 40-000- threatening to cause a famine.    Most prospectors landed at Skagway at the head of Lynn Canal and crossed by the Chilkoot Trail or White Pass to Bennett Lake. Here- prospectors built boats that would take them the final 500 miles (800 km) down the Yukon River to the gold fields. Stampeders had to carry one ton of goods over the pass to be allowed to enter Canada. At the top of the passes- the stampeders encountered a Mountie post that enforced that regulation. It was put in place to avert shortages like those that had occurred in the previous two winters in Dawson City.    The Chilkoot Pass was steep and hazardous- rising a thousand feet in the last half mile (300 m in 800 m). It was too steep for pack animals and prospectors had to pack their equipment and supplies to the top. Some 1-500 steps were carved into the ice to aid travel up the pass.     Even though it was not as high- conditions on White Pass were even worse. It was known as the Dead Horse Trail with about 3-000 animals dying along the route.     Others took the Copper River Trail or the Teslin Trail by Stikine River and Teslin Lake- and some used the all-Canadian Ashcroft and Edmonton trails. The other main route was by steamer about 2600 kilometers (1600 miles) up the Yukon River. Many using this route late in 1897 were caught by winter ice below Fort Yukon- Alaska and had to be rescued.    An estimated 100-000 people participated in the gold rush and about 30-000 made it to Dawson City in 1898. By 1901- when the first census was taken- the population had declined to 9-000.    Throughout this period- the North West Mounted Police- under the command of Sam Steele maintained a firm grip on the activities of the prospectors to ensure the safety of the population as well as enforcing the laws and sovereignty of Canada. As a result- this gold rush has been described as the most peaceful and orderly of its type in history. The effectiveness of the Mounties in this period made the police force famous around the world- and ensured the survival of the organization at a time when its continued operation was being debated in the Canadian Parliament.    The gold rush remains an important event in the history of the city of Edmonton- which to this day celebrates Klondike Days- an annual summer fair with a Klondike gold rush theme.    Among the many to take part in the gold rush was writer Jack London- whose books White Fang and The Call of the Wild were influenced by his northern experiences- and adventurer ""Swiftwater"" Bill Gates.",338,10676,268,4137250,null
Johnny Horton,video,live,https://www.youtube.com/watch?v=wgw8UYAxMgY,wgw8UYAxMgY,"Johnny Horton ""Sink the Bismark""",Saturday Night Beech-Nut Show. April 02- 1960. Re-post of a previous upload.,33,268,4,69139,null
Johnny Logan,video,studio,https://www.youtube.com/watch?v=kSXx7-EceBA,kSXx7-EceBA,Johnny Logan - Hold Me Now,Winning song from 1987.,587,5352,136,1833283,null
Johnny Logan,video,live,https://www.youtube.com/watch?v=RFvH4tHLoSs,RFvH4tHLoSs,Johnny Logan - Hold Me Now - live,Johnny Logan singing Hold Me Now live on the program Alls_ng p_ Skansen,36,293,9,81369,null
Johnny Nash,video,studio,https://www.youtube.com/watch?v=FscIgtDJFXg,FscIgtDJFXg,"Johnny Nash ""I Can See Clearly Now"" (Original)","Happy 74th Birthday Johnny (8/19/14).    ""I Can See Clearly Now"" is a Billboard Hot 100 Chart #1 hit song- written and recorded by Johnny Nash. It was a single from the album of the same name and achieved success in the United States and the United Kingdom when it was released in 1972. It was covered by many artists throughout the years- including a 1993 hit version by Jimmy Cliff- who re-recorded it for the motion picture soundtrack of Cool Runnings- where it reached the top 20 at #18 on the Billboard Hot 100.  I can see clearly now- the rain is gone- I can see all obstacles in my way Gone are the dark clouds that had me blind It's gonna be a bright (bright)- bright (bright) Sun-Shiny day.  I think I can make it now- the pain is gone All of the bad feelings have disappeared Here is the rainbow I've been prayin for It's gonna be a bright (bright)- bright (bright) Sun-Shiny day.  Look all around- there's nothin but blue skies Look straight ahead- nothin but blue skies  I can see clearly now- the rain is gone- I can see all obstacles in my way Gone are the dark clouds that had me blind It's gonna be a bright (bright)- bright (bright) Sun-Shiny day.  ------  Johnny Nash- born August 19- 1940 Wikipedia:  http://en.wikipedia.org/wiki/Johnny_Nash  Song Facts:  http://www.songfacts.com/detail.php?id=2108  The musical partnership between Johnny Nash and Bob Marley is one of the more fascinating and overlooked in the history of reggae music.   ""Johnny Nash & Bob Marley Play A One Time Acoustic Gig In London In 1972.""  http://marcoonthebass.blogspot.com/2011/03/johnny-nash-bob-marley-play-one-time.html   Tags: Johnny Nash.  I Can See Clearly Now. High Definition. Classic Oldie But Goodie ?  This video blocked in Germany by SME.  My condolences to the Germans.  Much Love - AquarielCharm (Ambriel) http://www.youtube.com/user/aquarielcharm",580,6243,168,1186181,null
Johnny Nash,video,live,https://www.youtube.com/watch?v=NkwJ-g0iJ6w,NkwJ-g0iJ6w,Johnny Nash - I Can See Clearly Now,The Midnight Show- 1973,1905,13119,212,4372921,null
Johnny Preston,video,studio,https://www.youtube.com/watch?v=E3meEmDpaDU,E3meEmDpaDU,Running Bear - Johnny Preston - Original recording 1959.,Here is the famous classic song Running Bear with beautiful storyboard video.,374,2346,35,623435,null
Johnny Preston,video,live,https://www.youtube.com/watch?v=1PfrpcqLyzY,1PfrpcqLyzY,"Johnny Preston ""Running Bear""",Saturday Night Beech-Nut Show. December 12- 1959. A fun favorite. Re-posted by request.,77,1061,36,213437,null
Johnny Rivers,video,studio,https://www.youtube.com/watch?v=xwbeSgEEe5M,xwbeSgEEe5M,Johnny Rivers - Poor Side of Town,"Johnny Rivers is a unique figure in the history of rock music. On the most obvious level- he was a rock star of the 1960s and a true rarity as a white American singer/guitarist who made a name for himself as a straight-ahead rock & roller during the middle of that decade. Just as important behind the scenes- his recordings and their success led to the launching- directly and indirectly- of at least three record labels and a dozen other careers whose influence extended into the 1970s- 1980s- and beyond.   Rivers was very much a kindred spirit to figures like Buddy Holly and Ronnie Hawkins- with all of the verve and spirit of members of that first wave of rock & rollers. He had the misfortune of having been born a little too late to catch that wave- however- and took until the middle of the next decade to find his audience. Born John Henry Ramistella on November 7- 1942- in New York- his family moved to Baton Rouge- LA- in 1948- and it was there that his musical sensibilities were shaped. His father- who played the mandolin and guitar- introduced him to the guitar at an early age- and he proved a natural on the instrument.   Meanwhile- Ramistella also began absorbing the R&B sounds that were starting to turn up on the airwaves at the dawn of the 1950s. Additionally- he got to see performers like Fats Domino and Jimmy Reed in person- and by the time he entered his teens- he was immersed in rhythm & blues. He was also good enough to start playing guitar in local groups and at age 13- he formed his own band- the Spades- playing New Orleans-flavored R&B and rock & roll- especially Fats Domino- Larry Williams- and Little Richard. Ramistella made his recording debut leading the Spades in 1956 with the song ""Hey Little Girl-"" issued on the Suede label.   In 1957- he went to New York and wangled a meeting with Alan Freed- who was then the most influential disc jockey in the country. This led to a change of name- at Freed's suggestion- to the less ethnic- more American-mythic Johnny Rivers (which may also have been influenced by the fact that Elvis Presley had portrayed a character named ""Deke Rivers"" in the movie Loving You that same year)- and to a series of single releases under his new name. Johnny Rivers' official recording debut took place with an original song- ""Baby Come Back-"" on George Goldner's Gone Records label in 1958- arranged by renowned songwriter Otis Blackwell. Neither this number -- which sounds a lot like Elvis Presley's version of Blackwell's ""Don't Be Cruel"" -- nor any of Rivers' other early singles- recorded for Guyden- Cub- Era- or Chancellor- was successful. He made his living largely performing with the Spades and cutting demos of songs for Hill & Range- primarily in Elvis Presley's style.   It was as a composer that Rivers experienced his first taste of success off of the stage- when a chance meeting with guitarist James Burton led to one of his songs- ""I'll Make Believe-"" finding its way to Ricky Nelson and ending up on the album More Songs by Ricky. By 1961- he was 18 years old and a veteran performer with six years' professional performing under his belt and relatively little to show for it except the experience; even a lot of the established figures in the business who'd tried to give him various breaks over the years- including Alan Freed and George Goldner- had fallen on hard times by then. He moved to Los Angeles and began aiming for a career as a songwriter and producer.   Fate played its hand in 1963- however- when a friend who ran a restaurant in Los Angeles appealed to Rivers for help when his house band- a jazz group- suddenly quit. He reluctantly agreed to perform for a few nights in a stripped-down version of his rock & roll act- with just his electric guitar and a drummer- Eddie Rubin. That was when lightning struck -- it turned out that audiences at the restaurant liked the way he sang and played- and soon the crowds were growing and his performing stint turned into an open-ended engagement. Bassist Joe Osborn was hired to join the combo and fill out the sound and suddenly seeing Johnny Rivers was becoming the thing to do.  ~ Bruce Eder- All Music Guide  PLEASE NOTE: I divided my uploads among multiple channels- Bookmark this link in your browser for instant access to an index with links to all of John1948's oldies classics. LINK: http://tinyurl.com/Channel-Index",133,725,14,165905,null
Johnny Rivers,video,live,https://www.youtube.com/watch?v=vFf4srV1T64,vFf4srV1T64,Secret Agent Man Johnny Rivers Live 2014,Johnny Rivers at the Dosey Doe 4-27-14  Spring TX,14,98,1,16319,null
Johnny and The Hurricanes,video,studio,https://www.youtube.com/watch?v=S0kY7CUyHtk,S0kY7CUyHtk,Johnny and the hurricanes - reveille rock  (hq),Johnny and the hurricanes - reveille rock   1959 !!! mooi  nr,56,457,7,153197,null
Johnny and The Hurricanes,video,live,https://www.youtube.com/watch?v=uh2WreVW8tk,uh2WreVW8tk,red river rock johnny & the hurricanes LIVE,VIVO STEREO,17,101,4,35045,null
Jon Secada,video,studio,https://www.youtube.com/watch?v=FxdCdpvDenE,FxdCdpvDenE,Jon Secada - Otro Dia Mas Sin Verte : Video Original : HQ,|| Otro Dia Mas Sin Verte ||  ´*  ? Jon Secada  ´*  ©1992 ( SBK )  ´*  Widescreen HQ / Original Version  ´*    Letra :     S_lo al pensar  que cuando no est_s me siento diferente  Cuando est_s en mis brazos  quiero amarrarte a mê  y no entiendo  c_mo puedes estar- estar sin mê  no- no- no  yo quiero estar contigo  no s_ por qu_- dime por qu_  Ya- ya no puedo m_s  ya me es imposible soportar  otro dêa m_s sin verte  ven- dame una raz_n  si es algo que no tiene soluci_n  es otro dêa m_s sin verte  Es otro dêa m_s  Nada que hacer  palabras tal vez que puedan detenerte  èqu_ tengo que decirte  para qu_ no te vayas?  no te separes m_s de mê  no  hazme el favor y dime  dime qu_ puedo hacer- mi amor  no- no- no  te tengo y no tengo nada  estoy tan cansado de estar separados.  Ya- ya no puedo m_s  ya me es imposible soportar  otro dêa mas sin verte  ven- dame una raz_n  si es algo que no tiene soluci_n  es otro dêa m_s sin verte  No-  quiero estar contigo  no s_ por qu_- dime por qu_  Ya- ya no puedo m_s  ya me es imposible soportar  otro dêa m_s sin verte  no puedo soportar  otro dêa m_s sin verte  otro dêa m_s sin verte  ven- dame una raz_n  si es algo que no tiene soluci_n  es otro dêa m_s sin verte.,1330,10899,334,3826238,null
Jon Secada,video,live,https://www.youtube.com/watch?v=w2CD7tQgiAo,w2CD7tQgiAo,Jon Secada - Angel (live),Jon Secada - Angel (live),61,261,5,76548,null
